"","DZ_code","age_rank","edu_rank","disab_rank","children_rank","housing_rank","income_rank","final_BII_RANK","rank_sum","final_BDDI_RANK"
"4511","S01011052",6644,4434,4688,3611,3197,2010,6116,30700,5288
"4512","S01011053",4602,5312,4035,3072,4920,4320,5845,32106,5754
"4513","S01011054",5162,3955,2515,3929,3743,2425,4514,26243,3731
"4514","S01011055",2938,3308,2272,1819,2362,2011,6674,21384,2398
"4515","S01011056",5613,3799,2129,2587,1793,2426,6729,25076,3376
"4516","S01011057",3778,5069,2197,4048,2524,2427,6253,26296,3753
"4517","S01011058",3710,2995,2396,2717,931,2760,6969,22478,2662
"4518","S01011059",4899,3860,2233,3137,2039,1602,6742,24512,3198
"4519","S01011060",6694,4610,5959,5488,3450,3093,5703,34997,6390
"4520","S01011061",4718,6501,3068,4634,5175,4931,6133,35160,6423
"4521","S01011062",4614,5264,4038,4532,3608,3850,5223,31129,5435
"4522","S01011063",4001,6293,3776,3535,5507,4551,6621,34284,6269
"4523","S01011064",5705,5027,3260,5010,3577,3094,5884,31557,5579
"4524","S01011065",5595,3782,4000,3100,3583,3095,6875,30030,5061
"4525","S01011066",6598,3928,3851,4783,3707,2012,5938,30817,5320
"4526","S01011067",6567,4394,5396,2389,4021,3609,5377,31753,5643
"4527","S01011068",4432,5222,2006,2331,4172,3851,4571,26585,3856
"4528","S01011069",5027,3933,5162,2925,4397,4321,5259,31024,5399
"4529","S01011070",5637,4252,3331,2126,3423,2013,5961,26743,3926
"4530","S01011071",6250,3657,4166,5142,2717,2014,6096,30042,5070
"4531","S01011072",2916,3987,768,4447,2775,3852,6571,25316,3458
"4532","S01011073",4625,4391,4111,3601,1780,3356,6188,28052,4363
"4533","S01011074",3061,4767,1926,4174,3158,3357,6263,26706,3911
"4534","S01011075",5419,6833,3854,1821,5874,5537,6113,35451,6472
"4535","S01011076",5609,5419,4984,4023,5230,4090,5744,35099,6407
"4536","S01011077",3475,6583,2815,1167,6730,5097,6201,32068,5743
"4537","S01011078",3233,4128,1039,5473,2262,2015,6587,24737,3261
"4538","S01011079",2623,4488,3238,4833,1818,2761,5717,25478,3506
"4539","S01011080",5837,5290,5412,4942,3741,3853,5682,34757,6349
"4540","S01011081",3236,5822,3375,1639,4745,3854,5149,27820,4284
"4541","S01011082",6628,6834,6334,6343,6328,5098,6558,44123,6971
"4542","S01011083",5805,4305,5363,4112,3675,3358,5822,32440,5830
"4543","S01011084",6097,2668,2433,4802,2101,2016,6177,26294,3751
"4544","S01011085",6229,2478,3469,4056,2483,2017,6285,27017,4022
"4545","S01011086",4673,3176,3465,5083,2450,1603,6825,27275,4096
"4546","S01011087",4721,4888,5231,3061,4144,3096,3139,28280,4435
"4547","S01011088",6014,2458,3448,3077,3244,2018,6542,26801,3945
"4548","S01011089",5927,4087,4273,4168,5688,4552,5265,33960,6200
"4549","S01011090",4045,3054,1789,5743,413,2428,6382,23854,3017
"4550","S01011091",5567,2572,1133,4830,743,1604,6559,23008,2792
"4551","S01011092",802,4544,1403,1778,5347,6327,4981,25182,3413
"4552","S01011093",981,2130,27,6866,161,1605,4798,16568,1351
"4553","S01011094",2581,2365,505,6209,396,613,4973,17642,1588
"4554","S01011095",3863,1830,1669,3373,1134,1095,6878,19842,2056
"4555","S01011096",2352,2309,815,5773,785,2762,6454,21250,2370
"4556","S01011097",3927,1935,1152,1844,1474,1096,6687,18115,1686
"4557","S01011098",4147,3097,3627,4737,3092,2429,5578,26707,3912
"4558","S01011099",3507,5379,2905,1636,6320,5262,3572,28581,4528
"4559","S01011100",5807,4841,4477,4835,4026,2763,4221,30970,5375
"4560","S01011101",1391,6637,3708,1311,6173,5099,4021,28340,4454
"4561","S01011102",3112,5851,3877,4107,5983,5399,2800,31129,5436
"4562","S01011103",4711,4790,5617,5745,5144,4742,3261,34010,6213
"4563","S01011104",6951,3698,6805,6075,4062,4091,6623,38305,6817
"4564","S01011105",6177,4864,3788,5069,4008,4322,4886,33114,6020
"4565","S01011106",185,2984,497,71,5137,4092,3612,16578,1356
"4566","S01011107",148,2532,215,495,3586,4323,1302,12601,634
"4567","S01011108",2983,4863,2551,1956,4986,3855,3514,24708,3256
"4568","S01011109",6450,4104,3254,5261,2679,1606,1471,24825,3289
"4569","S01011110",2824,4500,3484,2459,5145,4093,4358,26863,3972
"4570","S01011111",2887,6304,4953,1648,5860,5923,1890,29465,4867
"4571","S01011112",546,1997,161,271,2282,1097,2603,8957,258
"4572","S01011113",5678,5324,4209,5870,3897,3359,2757,31094,5426
"4573","S01011114",5909,3729,1576,3710,2654,2019,4813,24410,3167
"4574","S01011115",3580,5499,4967,3131,5679,4553,3636,31045,5407
"4575","S01011116",5317,4416,3914,1668,2813,2020,5584,25732,3582
"4576","S01011117",4559,2022,2699,5656,1398,2430,5170,23934,3039
"4577","S01011118",4232,1542,4463,3700,2454,2764,3119,22274,2608
"4578","S01011119",6522,1978,3846,4575,2459,1607,1636,22623,2692
"4579","S01011120",6554,1290,3240,5667,461,614,5311,23137,2837
"4580","S01011121",2914,4327,4416,6682,5020,3360,4340,31059,5411
"4581","S01011122",3513,4100,2460,3377,3468,3610,2699,23227,2864
"4582","S01011123",2828,5345,3309,2754,4227,3097,879,22439,2649
"4583","S01011124",2100,3380,1929,663,3731,3098,2753,17654,1592
"4584","S01011125",1549,4750,3190,1245,6492,4554,1884,23664,2981
"4585","S01011126",3763,4297,4146,744,5013,3099,5689,26751,3929
"4586","S01011127",6,2093,203,7,2729,615,1265,6918,121
"4587","S01011128",4109,4188,3006,4053,4143,3611,5221,28331,4447
"4588","S01011129",3790,1373,1220,256,1660,1098,4591,13988,863
"4589","S01011130",4323,4640,6145,4819,4762,3361,3419,31469,5553
"4590","S01011131",4657,2449,2540,5988,1676,1608,5753,24671,3246
"4591","S01011132",3566,1718,2010,2612,1465,1099,4976,17446,1542
"4592","S01011133",4009,4806,3752,4231,3948,3856,5114,29716,4953
"4593","S01011134",6239,3658,4934,5994,3283,3100,4717,31925,5692
"4594","S01011135",5860,5274,3610,3017,4451,3612,5957,31781,5652
"4595","S01011136",4785,3242,5049,4254,3314,2765,4601,28010,4350
"4596","S01011137",2327,2533,1412,472,4558,3362,3814,18478,1774
"4597","S01011138",950,4540,2591,626,5673,4555,5224,24159,3097
"4598","S01011139",99,1248,211,476,1308,616,6043,10001,344
"4599","S01011140",1606,3981,4050,1213,5567,4743,6050,27210,4082
"4600","S01011141",2070,4588,2803,1396,6077,4556,5389,26879,3977
"4601","S01011142",1408,1960,416,3473,721,617,6549,15144,1076
"4602","S01011143",5720,2441,2430,2081,1182,1100,6484,21438,2409
"4603","S01011144",3222,2980,3303,954,3161,2021,3328,18969,1877
"4604","S01011145",5958,1661,2890,4370,1151,1101,6262,23393,2906
"4605","S01011146",4642,3281,2480,1773,4387,3613,5200,25376,3478
"4606","S01011147",4776,2878,2973,3904,2801,3101,5891,26324,3769
"4607","S01011148",5068,2348,2087,3945,2186,3102,5837,24573,3217
"4608","S01011149",1715,993,405,2116,1260,2022,6609,15120,1071
"4609","S01011150",123,1480,19,3050,2253,3103,5643,15671,1171
"4610","S01011151",727,1894,536,395,2602,3363,5848,15365,1116
"4611","S01011152",6692,974,3956,4555,2724,2766,6168,27835,4287
"4612","S01011153",5952,3231,4439,6009,3593,4094,5364,32682,5900
"4613","S01011154",6359,4604,6259,6455,5273,5400,5197,39547,6877
"4614","S01011155",5973,3811,5421,5703,5018,5263,3958,35147,6418
"4615","S01011156",6226,2612,2298,3670,572,204,6371,21953,2533
"4616","S01011157",6890,2526,2130,5888,1788,205,3300,22727,2721
"4617","S01011158",6701,1185,4442,6300,614,618,5674,25534,3519
"4618","S01011159",6596,5210,6295,6219,5290,5100,4534,39244,6861
"4619","S01011160",3870,3276,2927,2045,3928,3614,4559,24219,3113
"4620","S01011161",4143,5309,2941,1304,4355,4744,3808,26604,3867
"4621","S01011162",3019,4119,1263,952,4564,5101,5489,24507,3194
"4622","S01011163",3861,5361,3564,3018,5591,4324,5679,31398,5527
"4623","S01011164",6011,3226,2145,1578,3440,4557,4439,25396,3482
"4624","S01011165",5765,5881,5626,3494,5960,5401,2794,34921,6378
"4625","S01011166",6808,2151,4732,3421,2201,1609,5960,26882,3979
"4626","S01011167",6917,1831,3405,5608,1272,1610,6731,27374,4127
"4627","S01011168",2395,2510,677,5728,929,2767,6238,21244,2368
"4628","S01011169",821,1456,227,2148,1812,2023,3732,12219,589
"4629","S01011170",5469,2036,2358,5032,1864,3104,5714,25577,3527
"4630","S01009014",3988,4155,2154,3167,4169,4095,5245,26973,4007
"4631","S01009015",5946,3546,2053,3726,3257,2768,6847,28143,4395
"4632","S01009016",6470,4080,5108,4639,2781,4096,6364,33538,6115
"4633","S01009017",5486,4541,3796,3912,4680,3857,6171,32443,5832
"4634","S01009018",5125,4094,2711,3027,3499,3105,6887,28448,4488
"4635","S01009019",5104,3734,3715,3249,3600,2431,6926,28759,4588
"4636","S01009020",3042,2745,2646,2054,3855,3106,6604,24052,3072
"4637","S01009021",6334,3205,4076,5592,2638,3107,5675,30627,5258
"4638","S01009022",6115,3369,2996,5875,3550,3364,6712,31981,5708
"4639","S01009023",6614,3513,5206,5598,2756,3615,6772,34074,6222
"4640","S01009024",6288,4352,5315,6047,3903,3616,6312,35833,6542
"4641","S01009025",5768,3103,4605,4727,2555,4325,6910,31993,5712
"4642","S01009026",5859,2977,4483,5593,2425,3365,6764,31466,5550
"4643","S01009027",6462,2917,4986,5548,2523,3858,5042,31336,5511
"4644","S01009028",6564,3041,5192,5412,2854,4097,5599,32759,5924
"4645","S01009029",6122,3067,5742,5199,3153,3617,5061,31961,5700
"4646","S01009030",5664,3968,4461,4034,3345,3859,6563,31894,5681
"4647","S01009031",5727,3886,5201,4672,3042,4098,5651,32277,5796
"4648","S01009032",6670,4035,5606,5084,2081,4099,6744,34319,6279
"4649","S01009033",6243,4187,5658,3594,1562,4326,5428,30998,5390
"4650","S01009034",5747,3262,4317,3347,2053,2432,5896,27054,4033
"4651","S01009035",3936,2630,3654,2262,2718,2433,5591,23224,2862
"4652","S01009036",3362,2531,2503,1101,3715,2769,6564,22545,2673
"4653","S01009037",1383,2657,1618,1632,3722,3366,6323,20701,2256
"4654","S01009038",4022,3236,2738,1960,3560,3108,5990,24614,3228
"4655","S01009039",3167,3793,2908,2832,6084,5102,5513,29399,4840
"4656","S01009040",5568,3938,4968,5382,4604,4745,3598,32803,5939
"4657","S01009041",4872,2339,5815,6256,4804,5264,6655,36005,6558
"4658","S01009042",6199,3822,5236,2467,4713,3367,6045,31849,5672
"4659","S01009043",5518,4180,4668,5293,5412,3109,4588,32768,5930
"4660","S01009044",6817,3999,6690,4965,4792,4100,5567,36930,6665
"4661","S01009045",6175,2949,5461,4813,3933,3110,6379,32820,5942
"4662","S01009046",2909,2793,2319,4558,2157,3368,5865,23969,3052
"4663","S01009047",4035,2410,2627,1583,2497,2770,4666,20588,2226
"4664","S01009048",5959,2311,3373,3074,2265,2024,6857,25863,3628
"4665","S01009049",6407,2658,3806,3231,2576,3111,6318,28107,4385
"4666","S01011171",6765,1677,2834,6004,2465,2025,6227,27997,4346
"4667","S01011172",6141,1567,3731,5889,2746,3112,6159,29345,4817
"4668","S01011173",6784,1430,5835,5245,2102,2434,6013,29843,5002
"4669","S01011174",6774,1814,6774,6331,2273,2435,6662,33063,6006
"4670","S01011175",4397,3978,5215,5899,4079,3860,5622,33050,6002
"4671","S01011176",6852,1789,4307,6539,1314,1611,6028,28440,4482
"4672","S01011177",5998,2038,4261,5690,3334,2436,6276,30033,5064
"4673","S01011178",3433,4013,4713,786,2320,3369,3106,21740,2490
"4674","S01011179",4926,6083,5830,3495,5396,5677,4690,36097,6575
"4675","S01011180",3823,6796,6079,2477,6349,6328,5155,37007,6675
"4676","S01011181",4641,3316,1737,6543,906,1102,5303,23548,2945
"4677","S01011182",5307,3230,2082,6574,456,2026,6381,26056,3686
"4678","S01011183",4701,3798,3239,2132,3737,4327,4533,26467,3809
"4679","S01011184",1892,1473,521,3795,243,619,3251,11794,535
"4680","S01011185",6507,3751,4715,5228,1996,3113,3142,28452,4492
"4681","S01011186",5776,4958,6352,4728,4854,5402,2952,35022,6394
"4682","S01011187",6884,2693,2935,5309,2290,1103,3535,24749,3265
"4683","S01011188",4663,5038,4153,2804,4368,5103,3087,29216,4769
"4684","S01011189",5105,4360,5357,3305,3062,3114,1872,26175,3713
"4685","S01011190",3822,5727,5929,3129,5570,5678,295,30150,5100
"4686","S01011191",4284,5734,4055,1600,4985,4558,150,25366,3473
"4687","S01011192",2837,5143,3531,893,4705,5104,913,23126,2832
"4688","S01011193",1817,5559,3783,774,5405,6411,4827,28576,4524
"4689","S01011194",2393,5351,3991,400,5986,6023,4626,28770,4593
"4690","S01011195",2651,5093,2541,701,4995,5924,996,22901,2760
"4691","S01011196",4094,5644,6047,1667,6323,6490,1656,31921,5691
"4692","S01011197",1814,5979,5586,1010,5551,6024,850,26814,3951
"4693","S01011198",2884,5723,4913,857,5461,6025,3407,29270,4786
"4694","S01011199",1668,4311,3034,4472,4425,5265,4227,27402,4138
"4695","S01011200",4957,4493,5531,3586,3773,4746,1491,28577,4525
"4696","S01011201",5278,4390,4745,4078,4199,3370,2174,28234,4420
"4697","S01011202",4290,4887,5685,2093,5001,5538,1203,28697,4567
"4698","S01011203",4775,4522,5789,1563,4327,5105,321,26402,3792
"4699","S01011204",6355,2370,2490,3034,2057,1612,2975,20893,2298
"4700","S01011205",59,1451,228,15,3425,2027,2057,9262,283
"4701","S01011206",3111,2117,2212,281,2541,3371,2845,16478,1330
"4702","S01011207",4428,3619,6229,2117,5718,4747,1493,28351,4459
"4703","S01011208",1735,2223,1457,689,1963,1613,426,10106,353
"4704","S01011209",3880,4342,4831,2028,6039,5106,1941,28167,4406
"4705","S01011210",3422,1887,2022,791,4177,3618,3554,19471,1973
"4706","S01011211",1530,2825,2190,299,3031,2771,2557,15203,1087
"4707","S01011212",3720,6330,4759,430,5184,5825,246,26494,3818
"4708","S01011213",3032,5510,4068,753,4811,6124,5375,29673,4940
"4709","S01011214",4836,5845,6077,683,4808,6329,1487,30065,5081
"4710","S01011215",1342,6203,5400,561,6720,6026,2956,29208,4765
"4711","S01011216",1793,6056,5697,2194,5619,6628,418,28405,4475
"4712","S01011217",1505,5595,5592,2143,5851,6677,3629,30992,5387
"4713","S01011218",997,6616,2096,2000,5650,6491,565,24415,3169
"4714","S01011219",2781,6726,6606,1629,5927,6412,2141,32222,5779
"4715","S01011220",1908,5666,6369,3106,5233,6563,3273,32118,5756
"4716","S01011221",2443,5159,4543,1542,4662,6027,225,24601,3225
"4717","S01011222",3363,5675,3798,4944,4789,5679,953,29201,4762
"4718","S01011223",3320,4970,4624,2247,4598,4101,846,24706,3255
"4719","S01011224",4646,6076,6725,5159,5774,5826,730,34936,6381
"4720","S01011225",2306,5732,5105,4405,5881,6678,457,30564,5236
"4721","S01011226",6719,3835,5404,4421,3125,3372,3545,30421,5188
"4722","S01011227",3040,3488,5224,5890,4281,6783,5732,34438,6294
"4723","S01011228",5965,4967,5811,5811,5186,5539,2787,36066,6571
"4724","S01011229",3611,5735,6713,4554,5821,6679,3849,36962,6667
"4725","S01011230",4841,6870,6972,882,6964,6899,3763,37191,6695
"4726","S01011231",3506,6451,6823,3198,6437,6680,472,33567,6126
"4727","S01011232",5313,4090,5212,6245,6351,6492,6336,40039,6899
"4728","S01011233",842,4915,342,6662,2471,3373,4004,22609,2686
"4729","S01011234",2182,5479,5110,959,6114,6493,6793,33130,6024
"4730","S01011235",2483,5843,6294,3961,5913,6815,6743,38052,6797
"4731","S01011236",3722,5487,6739,4496,5172,5925,5294,36835,6651
"4732","S01011237",2328,5457,5330,962,5898,5827,6162,31964,5702
"4733","S01011238",1230,6053,6444,2288,6479,6784,6282,35560,6494
"4734","S01011239",5975,5968,6737,6441,5241,6681,6041,43084,6966
"4735","S01011240",5679,5275,6871,6759,5463,6962,5512,42521,6956
"4736","S01011241",6763,4603,6756,6100,3769,5680,5333,39004,6852
"4737","S01011242",5480,4221,6368,5114,4813,5681,6308,37985,6793
"4738","S01011243",4966,5742,6535,5977,6383,6900,5902,42405,6955
"4739","S01011244",2231,5080,6539,5957,6236,6873,4913,37829,6774
"4740","S01011245",4896,5955,6761,4851,6420,6494,6366,41743,6948
"4741","S01011246",5359,2804,4213,6155,2568,4328,5988,31415,5534
"4742","S01011247",6800,3018,6052,5506,1978,2772,5721,31847,5671
"4743","S01011248",4620,3752,4092,3355,3052,3374,6450,28695,4564
"4744","S01011249",5592,2568,2242,2372,1663,2028,6281,22746,2724
"4745","S01011250",755,5217,3315,392,5954,6231,6513,28377,4465
"4746","S01011251",2795,5204,4540,1739,5205,5403,4458,29344,4816
"4747","S01011252",2098,6158,5394,406,6365,6564,5838,32823,5945
"4748","S01011253",2636,6446,6009,1658,6570,6330,4293,33942,6196
"4749","S01011254",5794,2686,2172,973,862,1104,6495,20086,2110
"4750","S01011255",1097,1134,570,150,1136,620,5031,9738,317
"4751","S01011256",625,2181,389,62,1689,621,5648,11215,463
"4752","S01011257",6966,2284,5274,6288,1275,1105,6387,29579,4908
"4753","S01011258",5083,1976,4398,1242,2908,2773,5264,23644,2973
"4754","S01011259",6425,4066,6595,4932,4855,5404,6076,38353,6820
"4755","S01011260",6255,2762,5734,4501,2660,4102,5941,31955,5699
"4756","S01011261",2026,5985,5241,1065,6089,6565,5401,32372,5813
"4757","S01011262",4240,3931,5739,3223,4570,4932,6148,32783,5936
"4758","S01011263",2225,4178,3299,807,3915,3375,5399,23198,2855
"4759","S01011264",1510,5856,4633,756,5605,6232,4444,29036,4697
"4760","S01011265",1203,5961,4792,401,6551,6125,4772,29805,4983
"4761","S01011266",2797,5475,5816,2820,4276,5405,4861,31450,5542
"4762","S01011267",6398,2883,6271,4513,3554,3861,6037,33517,6110
"4763","S01011268",6595,3727,6085,5953,3749,4329,6810,37248,6706
"4764","S01011269",6178,5236,6317,5504,5654,6126,6193,41208,6929
"4765","S01011270",4442,5188,5781,4294,5462,6331,5824,37322,6713
"4766","S01011271",6659,5501,6765,4983,4969,5540,6147,40564,6916
"4767","S01011272",3619,5841,6256,4602,5750,6629,4929,37626,6747
"4768","S01011273",1812,5710,3383,261,5662,6233,5825,28886,4635
"4769","S01011274",1084,5356,4219,1050,5025,6332,4603,27669,4226
"4770","S01011275",1272,5558,3954,405,6638,5926,5747,29500,4877
"4771","S01011276",2861,6045,5455,1171,5263,5682,5173,31650,5612
"4772","S01011277",6225,2822,2918,4137,1219,1614,4986,23921,3035
"4773","S01011278",3731,2541,1314,3422,1301,2029,4521,18859,1857
"4774","S01011279",6619,3106,4834,4403,2345,3115,4155,28577,4526
"4775","S01011280",6819,1730,3432,3690,1845,622,6531,24669,3245
"4776","S01011281",2487,1378,1703,483,1525,2030,5624,15230,1092
"4777","S01011282",1436,2140,1281,374,3336,2031,5293,15891,1221
"4778","S01011283",931,1319,555,199,757,206,4995,8962,260
"4779","S01011284",195,424,178,36,1069,623,6092,8617,232
"4780","S01011285",1664,4656,4737,1006,5953,6495,6599,31110,5431
"4781","S01011286",1200,5555,4329,686,6146,6333,6064,30313,5156
"4782","S01011287",1960,5392,4360,1119,5594,6028,6713,31166,5454
"4783","S01011288",3669,5376,4422,964,5113,5541,5767,30852,5329
"4784","S01011289",3750,5775,5510,1763,5541,6029,6254,34622,6321
"4785","S01011290",6129,5141,6797,4822,5430,6030,4952,39301,6862
"4786","S01011291",5213,5070,6205,3285,5393,6127,4784,36077,6574
"4787","S01011292",3558,6639,6222,3298,6626,6413,5255,38011,6795
"4788","S01011293",2987,6473,5839,1527,6095,5683,4670,33274,6054
"4789","S01011294",5941,5719,6894,5960,6154,6496,5798,42962,6960
"4790","S01011295",4938,1704,3142,5183,3057,3619,5696,27339,4121
"4791","S01011296",6114,4595,6338,5271,5114,5266,5181,37879,6781
"4792","S01011297",1170,5725,5166,465,5961,6128,4548,29163,4740
"4793","S01011298",1118,6309,2966,280,6216,6497,6383,29769,4976
"4794","S01011299",4426,2651,2613,4454,707,1106,4781,20738,2268
"4795","S01011300",3359,6026,5554,1964,6310,6031,3244,32488,5844
"4796","S01011301",5772,2404,2404,4197,1281,2032,5519,23609,2963
"4797","S01011302",6033,6058,6880,6414,5770,6498,3792,41445,6940
"4798","S01011303",5444,2717,3248,2918,1189,3116,2075,20707,2257
"4799","S01011304",1915,5468,3626,1026,5966,6414,4815,29230,4773
"4800","S01011305",886,3982,3612,704,5664,5107,4956,24911,3318
"4801","S01011306",4828,5337,5321,2448,5115,6415,3773,33237,6046
"4802","S01011307",2301,3135,469,6730,283,2437,6140,21495,2424
"4803","S01011308",4779,1775,1072,5817,786,1107,6355,21691,2476
"4804","S01011309",6777,1096,3934,5343,569,1108,3956,22783,2733
"4805","S01011310",5198,2073,3615,4817,2949,4330,4294,27276,4097
"4806","S01011311",6740,833,2873,5934,930,1615,6018,24943,3329
"4807","S01011312",6879,672,3216,5398,655,624,4283,21727,2486
"4808","S01011313",5898,1573,5550,4863,2852,4103,4673,29512,4886
"4809","S01011314",5577,1429,3296,2282,2451,3376,4852,23263,2872
"4810","S01011315",3132,3849,5085,1169,5017,4104,6534,28890,4638
"4811","S01011316",3496,4007,4488,1208,5105,5406,5790,29500,4878
"4812","S01011317",6954,2662,6518,6159,68,1616,4794,28771,4594
"4813","S01011318",6964,2675,5627,6483,543,2774,5210,30276,5140
"4814","S01011319",6938,1642,5536,5575,183,1109,6138,27121,4051
"4815","S01011320",6415,3370,6493,6282,3203,4748,5710,36221,6590
"4816","S01011321",3843,2412,2041,1910,2627,2438,5561,20832,2285
"4817","S01011322",3502,2349,1466,922,3242,3620,4592,19693,2021
